date,region,lat,lon,rainfall_mm,tmax_c,tmin_c
2024-01-01,Mumbai,19.076,72.878,0.4742742205600986,25.18337833978213,16.622550188859062
2024-01-02,Mumbai,19.076,72.878,0.3169358142749266,23.703963055221966,16.690522129218536
2024-01-03,Mumbai,19.076,72.878,0.6233157798968607,25.051548028233448,18.10437258628242
2024-01-04,Mumbai,19.076,72.878,4.18767586329328,23.127738014054856,16.422738641320855
2024-01-05,Mumbai,19.076,72.878,0.5484576905741347,24.145567288201928,16.99767739736572
2024-01-06,Mumbai,19.076,72.878,0.7991578210999428,24.072473800826405,16.72981154309592
2024-01-07,Mumbai,19.076,72.878,1.1845663513372275,24.754650361671317,18.084836450948107
2024-01-08,Mumbai,19.076,72.878,2.5442493079917003,23.892334359246757,16.482540175989527
2024-01-09,Mumbai,19.076,72.878,0.6991080677658155,25.80434274354209,18.71318477741819
2024-01-10,Mumbai,19.076,72.878,0.6844687114309359,25.305374941749704,18.899978278712457
2024-01-11,Mumbai,19.076,72.878,2.9119916272372013,24.88379729615828,17.977145943470862
2024-01-12,Mumbai,19.076,72.878,2.2346277590623655,24.95941286144074,18.502543711898255
2024-01-13,Mumbai,19.076,72.878,1.9740495991922637,25.539788301454582,17.37406364557005
2024-01-14,Mumbai,19.076,72.878,1.3568872330400243,24.111871927996294,16.891758127014946
2024-01-15,Mumbai,19.076,72.878,6.234682082479127,26.141763668839577,17.79546785154693
2024-01-16,Mumbai,19.076,72.878,1.3818361064629763,25.789498696722266,19.35847996055655
2024-01-17,Mumbai,19.076,72.878,3.92965326645539,24.642180570885373,18.328561275891097
2024-01-18,Mumbai,19.076,72.878,1.6684910418721715,23.952662254646715,16.217100425845427
2024-01-19,Mumbai,19.076,72.878,3.216856840224497,26.26128604617929,18.91948392911006
2024-01-20,Mumbai,19.076,72.878,2.43714763593503,25.18593068461832,18.551350874664248
2024-01-21,Mumbai,19.076,72.878,1.0403362304044248,25.227698557088747,17.271026840617516
2024-01-22,Mumbai,19.076,72.878,3.3808615617415474,25.833452331607845,19.21804965873257
2024-01-23,Mumbai,19.076,72.878,3.3331854300178305,25.836828384126772,18.498189734491447
2024-01-24,Mumbai,19.076,72.878,2.099705837909305,24.35873742512772,16.3005777352442
2024-01-25,Mumbai,19.076,72.878,0.7224219786371138,25.152497915252017,17.849967872020503
2024-01-26,Mumbai,19.076,72.878,6.757996648574482,27.27125561802054,19.52436147401264
2024-01-27,Mumbai,19.076,72.878,1.963089719396442,26.12974586662963,19.801992376595546
2024-01-28,Mumbai,19.076,72.878,0.2132264856914901,26.975218193397325,19.49989822883989
2024-01-29,Mumbai,19.076,72.878,0.38079075402076495,26.210708590401232,19.396849559484995
2024-01-30,Mumbai,19.076,72.878,2.616145650363834,26.717661654549886,18.898863660452395
2024-01-31,Mumbai,19.076,72.878,3.0935052327257226,28.79713280019782,22.46522179692948
2024-02-01,Mumbai,19.076,72.878,3.696635270183117,25.903045662379682,18.391244436179885
2024-02-02,Mumbai,19.076,72.878,0.9362137190029426,25.843026740368337,19.35114749781986
2024-02-03,Mumbai,19.076,72.878,2.2172818959851246,26.44367755946782,19.694488637427973
2024-02-04,Mumbai,19.076,72.878,5.795676311816238,31.32795944872214,24.659486995342938
2024-02-05,Mumbai,19.076,72.878,0.908246766265105,28.322954128011293,20.672601251763034
2024-02-06,Mumbai,19.076,72.878,1.9060955824223513,28.004343467503354,21.857127652133467
2024-02-07,Mumbai,19.076,72.878,3.4688942890111103,27.10310740152258,18.763361045759094
2024-02-08,Mumbai,19.076,72.878,1.825182986282474,28.856112328922038,23.270456259785945
2024-02-09,Mumbai,19.076,72.878,3.5097878831585017,28.094115467269987,20.146160454136368
2024-02-10,Mumbai,19.076,72.878,1.0306073354072447,31.42178954440665,23.76468020102714
2024-02-11,Mumbai,19.076,72.878,6.592113725273084,30.16003043839326,23.46799121127795
2024-02-12,Mumbai,19.076,72.878,2.7981218532833356,28.43086320135047,21.787720962536135
2024-02-13,Mumbai,19.076,72.878,2.0648227235368872,27.857285055590626,20.99535538976832
2024-02-14,Mumbai,19.076,72.878,11.631314164463292,29.42216972038903,22.650830632071063
2024-02-15,Mumbai,19.076,72.878,9.869749121935211,29.24446080186244,23.129491769910352
2024-02-16,Mumbai,19.076,72.878,5.15021885967353,30.129593951001745,22.150018725625344
2024-02-17,Mumbai,19.076,72.878,0.6174782179301171,32.149142294043244,25.005526923417165
2024-02-18,Mumbai,19.076,72.878,2.4228050959566403,28.922002694026336,21.206221078861674
2024-02-19,Mumbai,19.076,72.878,6.4353089375688715,30.412501865928927,23.28174754710932
2024-02-20,Mumbai,19.076,72.878,5.055778798231758,30.693812183598435,24.20896321821992
2024-02-21,Mumbai,19.076,72.878,0.1455855661215836,29.7377649475609,21.762714499222
2024-02-22,Mumbai,19.076,72.878,1.4025737998805665,32.01112363095732,23.95000945676567
2024-02-23,Mumbai,19.076,72.878,3.9787859972430195,31.658327386367368,24.270991839700507
2024-02-24,Mumbai,19.076,72.878,2.798544755744363,31.875394119839836,25.94531260579403
2024-02-25,Mumbai,19.076,72.878,3.3992398373074124,31.115853757294477,24.309851190311456
2024-02-26,Mumbai,19.076,72.878,4.737336767421573,31.64499569075683,24.827578354867953
2024-02-27,Mumbai,19.076,72.878,24.170790080032273,30.6613493249983,23.431442635758962
2024-02-28,Mumbai,19.076,72.878,0.603262258285958,32.20952918989283,26.174212086603415
2024-02-29,Mumbai,19.076,72.878,1.856275632377791,29.396169292183725,22.2660365557478
2024-03-01,Mumbai,19.076,72.878,1.1904413433046555,34.764657382507224,27.341105840614365
2024-03-02,Mumbai,19.076,72.878,1.562375913255452,30.136833091904876,21.963196895592084
2024-03-03,Mumbai,19.076,72.878,20.559499281040672,31.060709717571633,25.530240540228686
2024-03-04,Mumbai,19.076,72.878,31.43348076627228,32.06158473925649,25.334829180008896
2024-03-05,Mumbai,19.076,72.878,16.48774508864455,32.33151269299738,25.953382753846775
2024-03-06,Mumbai,19.076,72.878,6.521341138501519,32.58320363647047,24.483286989774488
2024-03-07,Mumbai,19.076,72.878,3.4882927877801415,33.13577891432011,25.6915171392649
2024-03-08,Mumbai,19.076,72.878,6.835781108626951,33.15237471920742,26.433779845926786
2024-03-09,Mumbai,19.076,72.878,4.738028307471279,32.20384257605189,25.45703798539054
2024-03-10,Mumbai,19.076,72.878,4.120137454732922,35.05663247212719,28.36530971417239
2024-03-11,Mumbai,19.076,72.878,1.9542534789595847,33.57581141729602,25.68588223970929
2024-03-12,Mumbai,19.076,72.878,12.185845280290925,33.92721670410298,25.531547914523628
2024-03-13,Mumbai,19.076,72.878,10.132242391002624,32.10184918412002,24.72462933816006
2024-03-14,Mumbai,19.076,72.878,5.933518564472662,33.1616793759216,26.078888761468832
2024-03-15,Mumbai,19.076,72.878,3.6185356720932984,35.350496435982876,26.29716968323784
2024-03-16,Mumbai,19.076,72.878,3.693382443491185,34.00673436739631,26.70920270233928
2024-03-17,Mumbai,19.076,72.878,0.3822680222873034,35.785530161249625,27.558441037316715
2024-03-18,Mumbai,19.076,72.878,9.882864449090219,33.694547302657774,25.852228494094614
2024-03-19,Mumbai,19.076,72.878,3.365943822038943,34.51694018156581,28.90278946589376
2024-03-20,Mumbai,19.076,72.878,12.49848957865657,35.95422300511176,29.305417532102396
2024-03-21,Mumbai,19.076,72.878,9.702530980374977,33.97918124446065,26.421242185820425
2024-03-22,Mumbai,19.076,72.878,10.97389017557046,34.87000229367892,27.717481447674796
2024-03-23,Mumbai,19.076,72.878,12.52449883879506,36.14180500376819,29.72642475667911
2024-03-24,Mumbai,19.076,72.878,0.5729577502307492,32.57042933827905,25.155805464386027
2024-03-25,Mumbai,19.076,72.878,15.796309718630848,33.151866299456536,25.340892406304217
2024-03-26,Mumbai,19.076,72.878,4.953396261428662,33.192879068815145,26.44248664605614
2024-03-27,Mumbai,19.076,72.878,12.420223847177526,31.250274984775356,24.493768367999564
2024-03-28,Mumbai,19.076,72.878,5.141016024111963,35.93475749305174,27.284166871607948
2024-03-29,Mumbai,19.076,72.878,2.540981348964447,32.08679006496189,26.267549303404696
2024-03-30,Mumbai,19.076,72.878,6.709231206421081,33.28289532652644,26.93390627849941
2024-03-31,Mumbai,19.076,72.878,11.632523026237427,34.22658039112576,27.44285498255114
2024-04-01,Mumbai,19.076,72.878,1.791711655662421,33.7335187950229,27.0402338865057
2024-04-02,Mumbai,19.076,72.878,11.019999611169858,33.73179145789779,27.91695589602497
2024-04-03,Mumbai,19.076,72.878,2.0848305663219753,34.08387846068269,27.759386613070948
2024-04-04,Mumbai,19.076,72.878,4.786816370847618,34.8226743976944,28.496130451206447
2024-04-05,Mumbai,19.076,72.878,7.728122876543129,33.49589679405178,24.89307896039857
2024-04-06,Mumbai,19.076,72.878,16.428939046323503,33.813339048777216,27.860979596665636
2024-04-07,Mumbai,19.076,72.878,0.5267384719535684,31.69843409654908,24.06312506452874
2024-04-08,Mumbai,19.076,72.878,6.932674942829534,33.881953022917244,25.75174031580335
2024-04-09,Mumbai,19.076,72.878,2.8220122420188294,34.317680755105464,27.42827390075241
2024-04-10,Mumbai,19.076,72.878,8.89632907119143,34.03087393824354,26.46713532794763
2024-04-11,Mumbai,19.076,72.878,3.827819077599221,34.29353596758978,26.978543029810126
2024-04-12,Mumbai,19.076,72.878,7.253362621560926,33.07670696875791,26.74032220237717
2024-04-13,Mumbai,19.076,72.878,0.6413712942754868,32.30755732592548,25.90710444570767
2024-04-14,Mumbai,19.076,72.878,3.359219532211134,34.32723135272315,28.389380258537308
2024-04-15,Mumbai,19.076,72.878,4.1610117372911954,32.79626673586472,26.879135447520238
2024-04-16,Mumbai,19.076,72.878,4.822788577634265,32.08971685527866,23.905287645226647
2024-04-17,Mumbai,19.076,72.878,1.5899729311961954,33.65169511180343,28.028310976736215
2024-04-18,Mumbai,19.076,72.878,0.7378091765246855,31.31864365171299,24.69840132248355
2024-04-19,Mumbai,19.076,72.878,3.7784960689701004,33.556809857599575,26.07280928735259
2024-04-20,Mumbai,19.076,72.878,2.4157942681586446,31.5290760380882,24.87138839064413
2024-04-21,Mumbai,19.076,72.878,3.4914370196916606,32.61584683557999,26.67237616000252
2024-04-22,Mumbai,19.076,72.878,2.9365379929439466,33.3256559343483,26.060465396670494
2024-04-23,Mumbai,19.076,72.878,10.381494813282133,31.747362571720565,25.0263832869576
2024-04-24,Mumbai,19.076,72.878,17.67439231536397,31.844184580475247,24.972337055128907
2024-04-25,Mumbai,19.076,72.878,9.872809995700374,32.013447511281875,24.99275723291879
2024-04-26,Mumbai,19.076,72.878,5.327455518014501,29.555933450318935,20.8975467015259
2024-04-27,Mumbai,19.076,72.878,1.0295763812603782,30.958234625422893,25.508019555366506
2024-04-28,Mumbai,19.076,72.878,9.717726953897957,31.57115030166336,24.2454877125831
2024-04-29,Mumbai,19.076,72.878,2.8756119193419574,31.738116932852954,24.46671014574574
2024-04-30,Mumbai,19.076,72.878,9.180187175143235,30.84149916492543,25.919638146202097
2024-05-01,Mumbai,19.076,72.878,4.600657548584803,30.78026288624075,24.244884562504588
2024-05-02,Mumbai,19.076,72.878,3.482857054508241,29.569571006493586,22.91381209365963
2024-05-03,Mumbai,19.076,72.878,1.3835257829862984,31.07261063574321,24.605078824793953
2024-05-04,Mumbai,19.076,72.878,8.798693940930114,29.82517703021982,23.188349493666777
2024-05-05,Mumbai,19.076,72.878,2.5689020463563144,27.80061232574317,20.532126431248255
2024-05-06,Mumbai,19.076,72.878,10.349060046170283,28.963331188855236,20.76132842402252
2024-05-07,Mumbai,19.076,72.878,19.266134736798417,28.982621351827053,22.3546855194273
2024-05-08,Mumbai,19.076,72.878,0.40974960223309964,29.600084759038563,22.531204237581722
2024-05-09,Mumbai,19.076,72.878,6.522925809036483,30.108721036212625,22.55802321042802
2024-05-10,Mumbai,19.076,72.878,6.9565942372669465,27.96819471093385,20.258038186362203
2024-05-11,Mumbai,19.076,72.878,9.339988415347023,30.6424428475357,23.288414278021953
2024-05-12,Mumbai,19.076,72.878,9.93686072760387,29.093266152121494,23.345040569457417
2024-05-13,Mumbai,19.076,72.878,2.1187103261300373,28.07091280559181,21.43277996610632
2024-05-14,Mumbai,19.076,72.878,0.36544021239065905,27.788938707137824,21.707188835724676
2024-05-15,Mumbai,19.076,72.878,0.03478722098469041,26.23866473965615,18.57768116656499
2024-05-16,Mumbai,19.076,72.878,3.6636925765427106,27.786234290926924,20.658886393822876
2024-05-17,Mumbai,19.076,72.878,3.4539351397033147,28.767476139975567,22.297608916283956
2024-05-18,Mumbai,19.076,72.878,3.978759807674291,28.105244088491876,22.73330273067673
2024-05-19,Mumbai,19.076,72.878,2.520911910339466,26.67711879757813,18.851308661115862
2024-05-20,Mumbai,19.076,72.878,0.5768473926857953,26.79836445695943,19.087326606374695
2024-05-21,Mumbai,19.076,72.878,2.463526240145233,27.311729198350253,19.699300976406484
2024-05-22,Mumbai,19.076,72.878,5.562840483620475,26.89638145096347,19.3740485352317
2024-05-23,Mumbai,19.076,72.878,4.136583338074427,25.19013692727369,18.135752722486167
2024-05-24,Mumbai,19.076,72.878,3.1722327515204363,26.998156475969804,18.834298487763572
2024-05-25,Mumbai,19.076,72.878,7.144927136849531,26.312494861285366,19.603258331556624
2024-05-26,Mumbai,19.076,72.878,1.771362370307303,27.320867826353414,21.918705050951807
2024-05-27,Mumbai,19.076,72.878,0.5585328045723067,26.59729669630303,20.886189615102726
2024-05-28,Mumbai,19.076,72.878,0.5092379030278393,28.354755435391315,20.0333481168479
2024-05-29,Mumbai,19.076,72.878,0.4537437651548573,25.402377776703396,19.052458806906312
2024-05-30,Mumbai,19.076,72.878,2.761411644533571,26.50708545368435,19.04505434379983
2024-05-31,Mumbai,19.076,72.878,6.0755589077616445,24.989954498744485,18.42285978738811
2024-06-01,Mumbai,19.076,72.878,4.102160390966072,23.600430807421027,17.030858359363627
2024-06-02,Mumbai,19.076,72.878,0.6146139098588208,23.788035190119004,17.145092908153455
2024-06-03,Mumbai,19.076,72.878,0.8254463800129008,26.23073805565097,19.424053672992372
2024-06-04,Mumbai,19.076,72.878,1.032105529303336,24.727425900226585,17.753112039403334
2024-06-05,Mumbai,19.076,72.878,2.5232294667886657,25.70818850531132,18.281426627579542
2024-06-06,Mumbai,19.076,72.878,1.2590399764787745,23.78543721097982,14.855212946236225
2024-06-07,Mumbai,19.076,72.878,6.6633790585935255,24.443964665157495,15.894494232661346
2024-06-08,Mumbai,19.076,72.878,1.3594032638806863,24.60348480161639,16.71277436807891
2024-06-09,Mumbai,19.076,72.878,3.0710607663502105,22.9442910992106,16.503648484566508
2024-06-10,Mumbai,19.076,72.878,8.306231822589783,24.24416518548475,17.130562613958734
2024-06-11,Mumbai,19.076,72.878,3.066608837619161,23.040695489205103,14.656158204799327
2024-06-12,Mumbai,19.076,72.878,2.050675871972183,26.70510521666139,19.565767029617426
2024-06-13,Mumbai,19.076,72.878,6.30815356415385,25.12000493177227,18.375525142805255
2024-06-14,Mumbai,19.076,72.878,0.6375295864579579,25.803481024426127,18.544447660996845
2024-06-15,Mumbai,19.076,72.878,0.15824321591717241,23.20438238199638,15.930509631065272
2024-06-16,Mumbai,19.076,72.878,1.5453918524044017,22.29307347516279,15.678726943583209
2024-06-17,Mumbai,19.076,72.878,0.9526443590657614,25.124058952749202,18.341954756968594
2024-06-18,Mumbai,19.076,72.878,0.7495106587659178,25.141467901866797,18.42094839991514
2024-06-19,Mumbai,19.076,72.878,9.035401489815927,24.56591750408482,17.432375159997967
2024-06-20,Mumbai,19.076,72.878,3.272647489704775,25.570888127500506,18.153829792590678
2024-06-21,Mumbai,19.076,72.878,1.0245493244913702,24.99193245082276,19.190632003060145
2024-06-22,Mumbai,19.076,72.878,0.9938208678676377,24.400054699250934,17.203445499240612
2024-06-23,Mumbai,19.076,72.878,3.581269847106514,23.01737112994869,15.391438062779532
2024-06-24,Mumbai,19.076,72.878,0.025342851442758475,22.903565259293845,15.74268153567878
2024-06-25,Mumbai,19.076,72.878,4.017846713839672,22.763201140581536,15.717637507610712
2024-06-26,Mumbai,19.076,72.878,3.8414819265137568,22.912004264223967,16.358843431643347
2024-06-27,Mumbai,19.076,72.878,1.2846702420009424,23.998920505539022,17.560251424010676
2024-06-28,Mumbai,19.076,72.878,0.4755256089335419,23.779144262411616,15.806431523128312
2024-01-01,Pune,18.52,73.856,8.35770524344428,32.10978587125198,25.032842721713315
2024-01-02,Pune,18.52,73.856,11.571259851916873,31.451053068939817,23.7127439154236
2024-01-03,Pune,18.52,73.856,14.432509320773118,34.07312313391865,26.160994398617664
2024-01-04,Pune,18.52,73.856,1.171491561691928,33.122535601378715,26.561526656470015
2024-01-05,Pune,18.52,73.856,3.70043122331759,33.1376757883859,26.75988969965384
2024-01-06,Pune,18.52,73.856,8.867995080485372,30.141727154244563,23.94312347236577
2024-01-07,Pune,18.52,73.856,11.625816723241863,30.492486907601393,23.571714764407155
2024-01-08,Pune,18.52,73.856,9.57469828234448,33.22514898383489,25.927775626566337
2024-01-09,Pune,18.52,73.856,1.555574005291783,32.12338389617983,24.31132957159678
2024-01-10,Pune,18.52,73.856,10.908851173310431,33.38119148183857,26.892892609436892
2024-01-11,Pune,18.52,73.856,6.316122444130687,32.986192660214506,26.578204049257973
2024-01-12,Pune,18.52,73.856,7.338438366474177,29.948065289731893,23.014962151660338
